Date,Close,High,Low,Open,Volume,Daily_Return,MA_7,MA_30,MA_90,Volatility_7,Volatility_30,Daily_Range,Daily_Range_Pct,Month,Month_Name
2025-02-04,97871.8203125,101745.6171875,96208.109375,101398.71875,73002130211,-3.4846278405663456,101209.38058035714,100381.171875,,2.8328173864993382,2.5537293259310068,5537.5078125,5.65791848442075,2025-02,Feb
2025-02-05,96615.4453125,99113.2109375,96174.828125,97878.0078125,49125911241,-1.2836943218062724,100196.84263392857,100199.08385416666,,2.5530504691639155,2.459451996134933,2938.3828125,3.041317879347222,2025-02,Feb
2025-02-06,96593.296875,99168.609375,95707.3515625,96610.640625,45302471947,-0.022924323774897726,99033.69866071429,100188.10364583334,,2.4487362208107166,2.2789731520298786,3461.2578125,3.5833312708843184,2025-02,Feb
2025-02-07,96529.0859375,100154.140625,95653.8828125,96581.3203125,55741290456,-0.06647556256734743,98194.27901785714,100237.62239583333,,2.42274897904448,2.24910264539687,4500.2578125,4.662074408757788,2025-02,Feb
2025-02-08,96482.453125,96877.8046875,95702.4921875,96533.2578125,22447526395,-0.04830959709924976,97598.07142857143,100370.90286458333,,2.4019761477751356,2.1878237698662093,1175.3125,1.2181619164235984,2025-02,Feb
2025-02-09,96500.09375,97325.28125,94745.2578125,96481.3125,27732901800,0.018283765004545316,97428.23102678571,100430.85755208334,,2.164240997313335,2.146808428907445,2580.0234375,2.673596819692209,2025-02,Feb
2025-02-10,97437.5546875,98333.21875,95320.84375,96499.4609375,40078962391,0.9714611676219231,96861.39285714286,100526.55625,,1.44630613685365,2.1523676401944645,3012.375,3.091595442497747,2025-02,Feb
2025-02-11,95747.4296875,98492.8984375,94875.0390625,97438.1328125,37488783272,-1.7345724709743937,96557.90848214286,100568.52265625,,0.9071564313257863,2.1787518002525896,3617.859375,3.7785446427209086,2025-02,Feb
2025-02-12,97885.859375,98151.0234375,94101.203125,95745.6953125,49340445530,2.233406885677658,96739.39620535714,100680.83385416666,,1.2032944113727633,2.2143131517149546,4049.8203125,4.137288407496294,2025-02,Feb
2025-02-13,96623.8671875,98111.0859375,95269.7109375,97888.75,37147280860,-1.2892487184132717,96743.76339285714,100683.82786458333,,1.3297125636811036,2.1961443498972,2841.375,2.940655432975241,2025-02,Feb
2025-02-14,97508.96875,98819.46875,96342.8046875,96623.3671875,32697987277,0.9160278803397981,96883.74665178571,100583.97708333333,,1.3712443269831094,2.0646268292894514,2476.6640625,2.5399346278082753,2025-02,Feb
2025-02-15,97580.3515625,97975.0390625,97240.1953125,97508.3828125,17047266288,0.07320640697474623,97040.58928571429,100511.42526041667,,1.3690468227991712,2.0609582929693113,734.84375,0.7530652823374326,2025-02,Feb
2025-02-16,96175.03125,97725.59375,96060.9765625,97580.4921875,16536755396,-1.4401672980240199,96994.15178571429,100235.19166666667,,1.5006048574634405,1.8670403940374507,1664.6171875,1.7308205319662946,2025-02,Feb
2025-02-17,95773.3828125,97032.234375,95243.546875,96179.0078125,27336550690,-0.41762236235300954,96756.41294642857,99947.36875,,1.4352002267094084,1.8668391023854745,1788.6875,1.8676248530364605,2025-02,Feb
2025-02-18,95539.546875,96695.375,93388.8359375,95773.8125,37325720482,-0.24415545387781457,96726.71540178571,99762.36666666667,,1.277939645725384,1.7842777621342767,3306.5390625,3.4609113928770663,2025-02,Feb
2025-02-19,96635.609375,96855.59375,95011.96875,95532.53125,28990872862,1.1472343504350446,96548.10825892857,99582.99817708334,,0.9921334161675337,1.7896122944501083,1843.625,1.9078112218920333,2025-02,Feb
2025-02-20,98333.9375,98767.1953125,96442.671875,96632.6796875,31668022771,1.7574558032842136,96792.40401785714,99322.58723958333,,1.0877058858762456,1.6468393390537557,2324.5234375,2.363907615821852,2025-02,Feb
2025-02-21,96125.546875,99497.96875,94852.9609375,98340.671875,49608706470,-2.245807176184722,96594.77232142857,99071.66979166666,,1.3840662720483816,1.6423946592296208,4645.0078125,4.832230310783343,2025-02,Feb
2025-02-22,96577.7578125,96950.15625,95765.34375,96134.203125,18353824477,0.47043783073406065,96451.54464285714,98825.58932291667,,1.4049151085130582,1.6446543697719398,1184.8125,1.2267964455130997,2025-02,Feb
2025-02-23,96273.921875,96671.875,95270.453125,96577.8046875,16999478976,-0.31460239332733453,96465.671875,98540.73723958334,,1.2909565331509454,1.6324745902883886,1401.421875,1.4556609388153692,2025-02,Feb
2025-02-24,91418.171875,96503.453125,91371.7421875,96277.9609375,44046480529,-5.043681513571874,95843.49888392857,98097.52135416666,,2.3241009168523177,1.8497604106587036,5131.7109375,5.613447340116153,2025-02,Feb
